binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr1_10096047_10096048	8	0.0382169	0.610784	20.1665	-98	9	0.0527215	0.585024	33.5915	-98	3	0.0147026	0.369274	62.0152	-39	24	0.115096	1.05586	6.67944	-98	3	0.0147026	0.369274	62.0152	-98	6	0.0488602	0.405134	63.4868	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-78	1	0.00495037	0.212132	196.005	-38
chr1_10130956_10130957	22	0.107423	1.00184	7.94203	91	4	0.0195045	0.427482	45.2703	-76	1	0.00495037	0.212132	196.005	-60	9	0.0427712	0.649519	17.3802	3	5	0.0242568	0.479157	35.2255	-96	26	0.132521	1.066	7.53309	-78	1	0.00495037	0.212132	196.005	86	7	0.033613	0.569862	23.7504	51	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-81	1	0.00495037	0.212132	196.005	73
chr1_10144885_10144886	21	0.113463	0.930504	11.2117	76	3	0.0147026	0.369274	62.0152	-98	3	0.0147026	0.369274	62.0152	17	44	0.210787	1.4304	3.04928	-60	7	0.0435633	0.500568	47.475	76	14	0.0946511	0.679188	42.5266	31	0	0	0	0	0	10	0.0472761	0.686443	15.1524	75	1	0.00495037	0.212132	196.005	86	27	0.175986	0.960617	15.305	42	1	0.00495037	0.212132	196.005	67
chr1_10170346_10170347	13	0.0604935	0.788886	10.5307	42	2	0.00985124	0.300753	95.51	78	3	0.0147026	0.369274	62.0152	54	105	0.548006	2.117	1.11819	42	3	0.0147026	0.369274	62.0152	73	13	0.0704438	0.73105	19.5084	45	1	0.00495037	0.212132	196.005	86	17	0.0973243	0.813324	15.94	-64	0	0	0	0	0	25	0.18851	0.859405	20.8525	-63	1	0.00495037	0.212132	196.005	89
chr1_10258873_10258874	9	0.0527215	0.585024	33.5915	26	17	0.0973243	0.813324	15.94	94	3	0.0147026	0.369274	62.0152	10	59	0.326774	1.54047	3.54968	28	0	0	0	0	0	11	0.0616816	0.661059	25.1234	-66	1	0.00495037	0.212132	196.005	-67	6	0.0289597	0.526235	28.5308	-98	0	0	0	0	0	13	0.0604935	0.788886	10.5307	-65	1	0.00495037	0.212132	196.005	81
chr1_10285404_10285405	10	0.0572263	0.623918	28.8885	29	5	0.0242568	0.479157	35.2255	45	5	0.0242568	0.479157	35.2255	41	5	0.0242568	0.479157	35.2255	-96	6	0.0289597	0.526235	28.5308	69	1	0.00495037	0.212132	196.005	64	1	0.00495037	0.212132	196.005	27	31	0.160293	1.15566	6.23824	44	0	0	0	0	0	2	0.00985124	0.300753	95.51	29	2	0.00985124	0.300753	95.51	57
chr1_10291026_10291027	25	0.138759	1.00169	9.49077	84	2	0.00985124	0.300753	95.5101	-39	4	0.0195045	0.427482	45.2703	-98	48	0.27133	1.37536	3.56791	-56	4	0.0195045	0.427482	45.2703	57	10	0.0572263	0.623918	28.8885	12	0	0	0	0	0	34	0.190292	1.1633	6.30923	-11	0	0	0	0	0	41	0.311626	1.09621	16.0285	41	2	0.00985124	0.300753	95.5101	-57
chr1_10322603_10322604	9	0.0427712	0.649519	17.3802	-12	4	0.0195045	0.427482	45.2703	-55	1	0.00495037	0.212132	196.005	-34	11	0.0517314	0.72184	13.3306	-72	1	0.00495037	0.212132	196.005	-45	1	0.00495037	0.212132	196.005	-98	0	0	0	0	0	5	0.0242568	0.479157	35.2255	22	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-71	2	0.00985124	0.300753	95.5101	-76
chr1_10324121_10324122	3	0.0147026	0.369274	62.0152	-76	4	0.0195045	0.427482	45.2703	-81	1	0.00495037	0.212132	196.005	-64	17	0.0774238	0.911878	6.91592	-81	5	0.0242568	0.479157	35.2255	-81	9	0.0427712	0.649519	17.3802	-75	2	0.00985124	0.300753	95.51	-74	23	0.111284	1.02905	7.27912	-74	0	0	0	0	0	6	0.0289597	0.526235	28.5308	58	4	0.0195045	0.427482	45.2703	-89
chr1_10336893_10336894	5	0.0242568	0.479157	35.2255	-78	1	0.00495037	0.212132	196.005	87	1	0.00495037	0.212132	196.005	82	6	0.0289597	0.526235	28.5308	-98	0	0	0	0	0	5	0.0242568	0.479157	35.2255	37	0	0	0	0	0	2	0.00985124	0.300753	95.51	35	0	0	0	0	0	4	0.0195045	0.427482	45.2703	43	0	0	0	0	0
chr1_10368003_10368004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_10408517_10408518	12	0.0660875	0.696702	22.0527	-31	8	0.0581174	0.495293	45.5024	-91	16	0.0732655	0.882258	7.64899	-95	9	0.0427712	0.649519	17.3802	49	3	0.0147026	0.369274	62.0152	-78	9	0.0527215	0.585024	33.5915	-93	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-98	0	0	0	0	0	2	0.00985124	0.300753	95.51	-48	2	0.00985124	0.300753	95.51	-77
chr1_10417350_10417351	46	0.305834	1.24148	7.45053	50	8	0.0481671	0.544051	39.5975	66	6	0.0289597	0.526235	28.5308	-97	12	0.0561372	0.755929	11.8135	-81	15	0.0790079	0.796491	15.5549	31	43	0.277617	1.21807	8.75134	0	1	0.00495037	0.212132	196.005	69	18	0.111383	0.804984	29.912	46	3	0.0147026	0.369274	62.0152	-1	28	0.139799	1.11772	6.47242	-78	10	0.0572263	0.623918	28.8885	69
chr1_10435217_10435218	3	0.0147026	0.369274	62.0152	-67	3	0.0147026	0.369274	62.0152	-83	17	0.0973243	0.813324	15.9401	-93	2	0.00985124	0.300753	95.51	-7	0	0	0	0	0	2	0.00985124	0.300753	95.51	-34	1	0.00495037	0.212132	196.005	21	2	0.00985124	0.300753	95.51	-8	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-75
chr1_10623821_10623822	23	0.111284	1.02905	7.27912	63	6	0.0289597	0.526235	28.5308	-76	3	0.0147026	0.369274	62.0152	-89	12	0.0660875	0.696702	22.0527	67	3	0.0147026	0.369274	62.0152	-91	19	0.115443	0.834633	15.0317	75	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-98	0	0	0	0	0	11	0.0616816	0.661059	25.1234	58	4	0.0195045	0.427482	45.2703	-77
chr1_10953883_10953884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-38	0	0	0	0	0
chr1_10957193_10957194	1	0.00495037	0.212132	196.005	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11018465_11018466	2	0.00985124	0.300753	95.51	-98	22	0.0974728	1.05173	4.25927	-82	6	0.0289597	0.526235	28.5308	76	56	0.260687	1.63702	1.79589	75	5	0.0242568	0.479157	35.2255	-82	10	0.0472761	0.686443	15.1524	-49	1	0.00495037	0.212132	196.005	20	8	0.0481671	0.544051	39.5975	-58	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-83	4	0.0195045	0.427482	45.2703	-91
chr1_11020300_11020301	10	0.0472761	0.686443	15.1524	75	7	0.033613	0.569862	23.7504	15	5	0.0242568	0.479157	35.2255	-98	106	0.59751	2.04672	0.760173	14	7	0.033613	0.569862	23.7504	-94	36	0.31618	0.955565	21.3655	-4	1	0.00495037	0.212132	196.005	29	11	0.0815821	0.574805	32.0967	14	0	0	0	0	0	55	0.31816	1.45534	5.59957	52	3	0.0147026	0.369274	62.0152	-95
chr1_11113775_11113776	6	0.0289597	0.526235	28.5307	-2	0	0	0	0	0	1	0.00495037	0.212132	196.005	90	2	0.00985124	0.300753	95.51	2	1	0.00495037	0.212132	196.005	22	2	0.00985124	0.300753	95.51	2	1	0.00495037	0.212132	196.005	71	2	0.00985124	0.300753	95.51	15	0	0	0	0	0	4	0.0195045	0.427482	45.2703	2	0	0	0	0	0
chr1_11214868_11214869	3	0.0147026	0.369274	62.0152	-92	5	0.0242568	0.479157	35.2255	-98	3	0.0147026	0.369274	62.0152	-51	2	0.00985124	0.300753	95.51	5	1	0.00495037	0.212132	196.005	44	3	0.0147026	0.369274	62.0152	-79	1	0.00495037	0.212132	196.005	-50	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-98	2	0.00985124	0.300753	95.5101	-98
chr1_11709125_11709126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11771195_11771196	0	0	0	0	0	1	0.00495037	0.212132	196.005	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_11799205_11799206	20	0.109502	0.902077	12.1984	-84	26	0.132521	1.066	7.53309	70	5	0.0242568	0.479157	35.2255	-51	5	0.0242568	0.479157	35.2255	-94	5	0.0242568	0.479157	35.2255	-53	28	0.139799	1.11772	6.47242	-69	0	0	0	0	0	5	0.0242568	0.479157	35.2255	79	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-77	3	0.0147026	0.369274	62.0152	-91
chr1_11817646_11817647	7	0.033613	0.569862	23.7504	-39	10	0.0472761	0.686443	15.1524	-59	2	0.00985124	0.300753	95.5101	-59	3	0.0147026	0.369274	62.0152	59	4	0.0195045	0.427482	45.2703	-33	5	0.0242568	0.479157	35.2255	-11	2	0.00985124	0.300753	95.51	62	4	0.0195045	0.427482	45.2703	-96	1	0.00495037	0.212132	196.005	-7	2	0.00985124	0.300753	95.51	-11	2	0.00985124	0.300753	95.51	-3
chr1_11822933_11822934	68	0.283557	1.90596	2.33263	-95	14	0.0847009	0.717975	21.4559	-77	3	0.0147026	0.369274	62.0152	-38	28	0.18955	0.95989	14.2139	-95	17	0.0873741	0.858386	12.6428	-77	70	0.575233	1.37753	8.68595	-95	5	0.0242568	0.479157	35.2255	-94	15	0.118809	0.649519	34.5693	-84	0	0	0	0	0	31	0.210044	1.00956	11.99	-76	14	0.0648004	0.820851	9.43201	-95
chr1_11823648_11823649	68	0.38306	1.63984	4.2722	-82	6	0.0289597	0.526235	28.5307	-77	5	0.0242568	0.479157	35.2255	-33	21	0.103512	0.974201	8.67815	-3	9	0.0427712	0.649519	17.3802	26	63	0.354496	1.57928	2.97797	31	8	0.0382169	0.610784	20.1665	-21	14	0.0648004	0.820851	9.43201	48	1	0.00495037	0.212132	196.005	70	65	0.567065	1.28832	4.78693	46	6	0.0289597	0.526235	28.5308	-70
chr1_11989122_11989123	25	0.118858	1.08231	6.13474	94	9	0.0427712	0.649519	17.3802	-92	10	0.0472761	0.686443	15.1524	-92	21	0.103512	0.974201	8.67815	-29	10	0.0472761	0.686443	15.1524	-21	29	0.143363	1.14315	6.00447	70	2	0.00985124	0.300753	95.5101	-52	26	0.122571	1.10842	5.63809	59	2	0.00985124	0.300753	95.51	-80	44	0.260538	1.2866	4.37549	-91	3	0.0147026	0.369274	62.0152	-92
chr1_12021643_12021644	41	0.202173	1.36097	3.71326	4	3	0.0147026	0.369274	62.0152	-15	10	0.0472761	0.686443	15.1524	83	8	0.0382169	0.610784	20.1665	-98	1	0.00495037	0.212132	196.005	80	25	0.208411	0.817345	33.1744	-30	3	0.0147026	0.369274	62.0152	35	14	0.0747506	0.764268	17.3713	36	2	0.00985124	0.300753	95.51	-10	21	0.123413	0.892205	23.7496	-15	5	0.0242568	0.479157	35.2255	-54
chr1_12026751_12026752	14	0.0747506	0.764268	17.3713	-36	4	0.039405	0.300753	95.51	-7	10	0.0472761	0.686443	15.1524	-7	7	0.033613	0.569862	23.7504	-6	7	0.033613	0.569862	23.7504	-77	7	0.033613	0.569862	23.7504	-75	2	0.00985124	0.300753	95.51	-28	35	0.163709	1.29109	3.83219	-6	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-91	3	0.0147026	0.369274	62.0152	11
chr1_12113923_12113924	2	0.00985124	0.300753	95.51	-18	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-63	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12235180_12235181	29	0.133413	1.18502	4.38251	7	2	0.00985124	0.300753	95.51	-89	7	0.033613	0.569862	23.7504	53	9	0.0427712	0.649519	17.3802	8	2	0.00985124	0.300753	95.51	-2	4	0.0294547	0.347863	95.7371	44	0	0	0	0	0	4	0.0294547	0.347863	95.7371	-49	0	0	0	0	0	1	0.00495037	0.212132	196.005	-97	2	0.00985124	0.300753	95.51	-95
chr1_12243802_12243803	3	0.0147026	0.369274	62.0152	-46	3	0.0147026	0.369274	62.0152	-84	3	0.0147026	0.369274	62.0152	-50	7	0.033613	0.569862	23.7504	-73	2	0.00985124	0.300753	95.5101	-47	3	0.0147026	0.369274	62.0152	-77	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-10	0	0	0	0	0	1	0.00495037	0.212132	196.005	-73	0	0	0	0	0
chr1_12255504_12255505	19	0.085592	0.969309	5.68334	95	9	0.0427712	0.649519	17.3802	69	8	0.0382169	0.610784	20.1665	53	16	0.0832158	0.827832	13.9949	-96	3	0.0147026	0.369274	62.0152	-46	6	0.0289597	0.526235	28.5308	-46	1	0.00495037	0.212132	196.005	-48	3	0.0147026	0.369274	62.0152	-84	1	0.00495037	0.212132	196.005	1	5	0.0242568	0.479157	35.2255	-63	1	0.00495037	0.212132	196.005	-17
chr1_12267720_12267721	12	0.0561372	0.755929	11.8135	12	1	0.00495037	0.212132	196.005	30	1	0.00495037	0.212132	196.005	-26	17	0.0873741	0.858386	12.6428	17	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	14	0	0	0	0	0
chr1_12268994_12268995	5	0.0242568	0.479157	35.2255	-66	8	0.0382169	0.610784	20.1665	-9	5	0.0242568	0.479157	35.2255	-69	18	0.101433	0.843544	14.5402	-60	4	0.0195045	0.427482	45.2703	-98	17	0.0973243	0.813324	15.94	-61	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-72	1	0.00495037	0.212132	196.005	-39	9	0.0527215	0.585024	33.5915	-62	4	0.0195045	0.427482	45.2703	-58
chr1_12286408_12286409	3	0.0147026	0.369274	62.0152	45	8	0.0481671	0.544051	39.5975	-17	3	0.0147026	0.369274	62.0152	-61	14	0.0747506	0.764268	17.3713	48	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-15	0	0	0	0	0	17	0.0973243	0.813324	15.94	-17	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-18	1	0.00495037	0.212132	196.005	55
chr1_12302613_12302614	8	0.0481671	0.544051	39.5975	-37	11	0.0517314	0.72184	13.3306	-56	3	0.0147026	0.369274	62.0152	-48	12	0.0561372	0.755929	11.8135	-53	5	0.0342071	0.403494	73.2399	-11	5	0.0242568	0.479157	35.2255	-37	0	0	0	0	0	4	0.0195045	0.427482	45.2703	10	0	0	0	0	0	2	0.00985124	0.300753	95.51	-36	5	0.0342071	0.403494	73.2399	-42
chr1_12311354_12311355	8	0.0382169	0.610784	20.1665	30	15	0.0790079	0.796491	15.5549	-34	1	0.00495037	0.212132	196.005	27	28	0.139799	1.11772	6.47242	15	5	0.0242568	0.479157	35.2255	-16	12	0.0660875	0.696702	22.0527	-55	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-69	1	0.00495037	0.212132	196.005	-37	13	0.0604935	0.788886	10.5307	15	2	0.00985124	0.300753	95.51	61
chr1_12311358_12311359	8	0.0382169	0.610784	20.1665	26	15	0.0790079	0.796491	15.5549	-38	1	0.00495037	0.212132	196.005	23	28	0.139799	1.11772	6.47242	11	5	0.0242568	0.479157	35.2255	-20	12	0.0660875	0.696702	22.0527	-59	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-73	1	0.00495037	0.212132	196.005	-41	13	0.0604935	0.788886	10.5307	11	2	0.00985124	0.300753	95.51	57
chr1_12319495_12319496	44	0.200837	1.4654	2.51381	96	6	0.0289597	0.526235	28.5308	64	28	0.139799	1.11772	6.47242	-98	49	0.263954	1.4235	3.24541	-97	9	0.0427712	0.649519	17.3802	34	21	0.103512	0.974201	8.67815	-24	1	0.00495037	0.212132	196.005	74	7	0.033613	0.569862	23.7504	-98	2	0.00985124	0.300753	95.51	-20	41	0.241974	1.24401	4.95056	-7	4	0.0195045	0.427482	45.2703	-96
chr1_12319966_12319967	25	0.118858	1.08231	6.13474	-10	8	0.0481671	0.544051	39.5975	-53	61	0.350684	1.53744	3.2205	-7	45	0.24341	1.36135	6.40009	93	9	0.0427712	0.649519	17.3802	-58	12	0.0561372	0.755929	11.8135	-66	1	0.00495037	0.212132	196.005	-82	16	0.0732655	0.882258	7.64899	-90	1	0.00495037	0.212132	196.005	-70	57	0.282765	1.59988	3.87026	-68	5	0.0242568	0.479157	35.2255	-77
chr1_12342660_12342661	77	0.355734	1.92687	0.641624	79	13	0.0704438	0.73105	19.5084	-97	14	0.0747506	0.764268	17.3713	-12	79	0.417663	1.82448	2.20047	-75	7	0.033613	0.569862	23.7504	-62	17	0.0774238	0.911878	6.91592	-95	0	0	0	0	0	7	0.033613	0.569862	23.7504	-30	0	0	0	0	0	42	0.234945	1.29328	4.50897	-11	3	0.0147026	0.369274	62.0152	-61
chr1_12344469_12344470	21	0.103512	0.974201	8.67815	-65	25	0.118858	1.08231	6.13474	17	7	0.033613	0.569862	23.7504	93	24	0.115096	1.05586	6.67944	-66	7	0.033613	0.569862	23.7504	-67	7	0.033613	0.569862	23.7504	-11	0	0	0	0	0	24	0.125046	1.01298	8.79736	20	0	0	0	0	0	21	0.113463	0.930504	11.2117	21	4	0.0195045	0.427482	45.2703	-49
chr1_12355085_12355086	30	0.156828	1.13067	6.68038	-88	3	0.0147026	0.369275	62.0152	-90	7	0.033613	0.569862	23.7504	55	24	0.134997	0.974933	10.2087	-6	4	0.0195045	0.427482	45.2703	-82	2	0.00985124	0.300753	95.5101	-98	0	0	0	0	0	2	0.00985124	0.300753	95.51	-81	1	0.00495037	0.212132	196.005	-67	1	0.00495037	0.212132	196.005	-84	1	0.00495037	0.212132	196.005	-30
chr1_12358816_12358817	31	0.160293	1.15566	6.23824	-46	6	0.0289597	0.526235	28.5308	-92	8	0.0382169	0.610784	20.1665	64	22	0.107423	1.00184	7.94203	-98	4	0.0195045	0.427482	45.2703	-46	10	0.0472761	0.686443	15.1524	-40	1	0.00495037	0.212132	196.005	-7	3	0.0147026	0.369274	62.0152	-82	1	0.00495037	0.212132	196.005	97	5	0.0242568	0.479157	35.2255	-93	2	0.00985124	0.300753	95.51	-6
chr1_12368403_12368404	14	0.0648004	0.820851	9.43201	67	7	0.033613	0.569862	23.7504	-92	2	0.00985124	0.300753	95.51	-98	10	0.0572263	0.623918	28.8885	-92	2	0.00985124	0.300753	95.51	42	8	0.0382169	0.610784	20.1665	-94	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-98	3	0.0147026	0.369274	62.0152	-94	86	0.573154	1.69546	3.25199	51	0	0	0	0	0
chr1_12379202_12379203	8	0.0481671	0.544051	39.5975	-59	1	0.00495037	0.212132	196.005	-81	0	0	0	0	0	69	0.314992	1.83495	0.973524	-30	3	0.0147026	0.369274	62.0152	-98	6	0.0289597	0.526235	28.5308	-61	0	0	0	0	0	2	0.00985124	0.300753	95.51	51	0	0	0	0	0	22	0.157174	0.828242	13.7083	68	0	0	0	0	0
chr1_12384125_12384126	5	0.0242568	0.479157	35.2255	-98	4	0.0195045	0.427482	45.2703	-13	1	0.00495037	0.212132	196.005	-67	3	0.0147026	0.369274	62.0152	-63	0	0	0	0	0	1	0.00495037	0.212132	196.005	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-11	0	0	0	0	0
chr1_12404893_12404894	9	0.0427712	0.649519	17.3802	-42	9	0.0427712	0.649519	17.3802	-91	1	0.00495037	0.212132	196.005	25	4	0.0195045	0.427482	45.2703	-87	1	0.00495037	0.212132	196.005	23	7	0.033613	0.569862	23.7504	29	2	0.00985124	0.300753	95.51	-20	16	0.0832158	0.827832	13.9949	47	0	0	0	0	0	14	0.0648004	0.820851	9.43201	-98	5	0.0242568	0.479157	35.2255	-47
chr1_12508375_12508376	73	0.380535	1.76624	1.965	-62	4	0.0195045	0.427482	45.2703	-58	14	0.0648004	0.820851	9.43201	39	25	0.118858	1.08231	6.13474	-35	8	0.0382169	0.610784	20.1664	-50	9	0.0427712	0.649519	17.3802	-36	3	0.0147026	0.369274	62.0152	-35	11	0.0616816	0.661059	25.1234	-27	1	0.00495037	0.212132	196.005	15	34	0.180342	1.19497	5.79172	-29	4	0.0195045	0.427482	45.2703	-57
chr1_12570229_12570230	30	0.146878	1.16834	5.5722	-65	4	0.0195045	0.427482	45.2703	74	2	0.00985124	0.300753	95.51	41	6	0.0289597	0.526235	28.5308	-62	4	0.0195045	0.427482	45.2703	-69	8	0.0382169	0.610784	20.1665	-50	7	0.033613	0.569862	23.7504	-1	10	0.0472761	0.686443	15.1524	73	0	0	0	0	0	2	0.00985124	0.300753	95.51	-69	2	0.00985124	0.300753	95.51	-21
chr1_12748114_12748115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12759581_12759582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13748173_13748174	0	0	0	0	0	0	0	0	0	0	21	0.103512	0.974201	8.67815	-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_15046345_15046346	25	0.108908	1.13067	3.18204	66	1	0.00495037	0.212132	196.005	-5	2	0.00985124	0.300753	95.51	39	0	0	0	0	0	1	0.00495037	0.212132	196.005	-95	2	0.00985124	0.300753	95.51	60	2	0.00985124	0.300753	95.51	-96	1	0.00495037	0.212132	196.005	30	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-8
chr1_15065574_15065575	3	0.0147026	0.369274	62.0152	-2	3	0.0246528	0.285176	131.817	-46	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-97	4	0.0195045	0.427482	45.2703	-26	23	0.170986	0.830181	39.7241	14	1	0.00495037	0.212132	196.005	27	7	0.033613	0.569862	23.7504	98	1	0.00495037	0.212132	196.005	52	19	0.105492	0.873108	13.3012	15	2	0.00985124	0.300753	95.51	77
chr1_15537757_15537758	1	0.00495037	0.212132	196.005	43	11	0.0517314	0.72184	13.3306	-95	0	0	0	0	0	8	0.0382169	0.610784	20.1665	41	3	0.0246529	0.285176	131.817	64	1	0.00495037	0.212132	196.005	53	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-70	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0
chr1_15548158_15548159	13	0.0704438	0.73105	19.5084	83	5	0.0242568	0.479157	35.2255	-74	1	0.00495037	0.212132	196.005	-94	48	0.251429	1.42876	3.23955	37	5	0.0242568	0.479157	35.2255	96	8	0.0382169	0.610784	20.1665	-28	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-47	1	0.00495037	0.212132	196.005	95	44	0.369991	1.07965	11.9604	95	3	0.0147026	0.369274	62.0152	-66
chr1_15637019_15637020	14	0.0648004	0.820851	9.43201	-16	29	0.163263	1.07122	7.96992	-97	11	0.0616816	0.661059	25.1234	78	56	0.360189	1.39267	4.92212	59	9	0.0427712	0.649519	17.3802	-19	13	0.0604935	0.788886	10.5307	-19	1	0.00495037	0.212132	196.005	-96	6	0.0289597	0.526235	28.5308	-98	2	0.00985124	0.300753	95.51	-76	12	0.0760377	0.649519	26.7757	-95	3	0.0147026	0.369275	62.0152	-58
chr1_15649679_15649680	12	0.0660875	0.696702	22.0527	20	11	0.0517314	0.72184	13.3306	62	3	0.0147026	0.369274	62.0152	-62	16	0.0832157	0.827832	13.9949	-92	5	0.0242568	0.479157	35.2255	86	18	0.0914829	0.888235	11.4612	21	2	0.00985124	0.300753	95.51	-98	6	0.0289597	0.526235	28.5308	72	1	0.00495037	0.212132	196.005	33	40	0.219103	1.27544	7.99946	33	6	0.0289597	0.526235	28.5308	62
chr1_15729244_15729245	18	0.0815326	0.940875	6.26503	-89	1	0.00495037	0.212132	196.005	-82	6	0.0289597	0.526235	28.5308	-89	7	0.033613	0.569862	23.7504	16	5	0.0242568	0.479157	35.2255	30	79	0.507215	1.6556	4.16293	24	2	0.00985124	0.300753	95.51	-74	8	0.0382169	0.610784	20.1665	15	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-69	4	0.0195045	0.427482	45.2703	-87
chr1_15729246_15729247	18	0.0815326	0.940875	6.26503	-91	1	0.00495037	0.212132	196.005	-84	6	0.0289597	0.526235	28.5308	-91	7	0.033613	0.569862	23.7504	14	4	0.0195045	0.427482	45.2703	28	79	0.507215	1.6556	4.16293	22	2	0.00985124	0.300753	95.51	-76	8	0.0382169	0.610784	20.1665	13	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-71	4	0.0195045	0.427482	45.2703	-89
chr1_15731383_15731384	11	0.0517314	0.72184	13.3306	-18	2	0.00985124	0.300753	95.5101	-82	11	0.0616816	0.661059	25.1234	-70	2	0.00985124	0.300753	95.51	-85	8	0.0382169	0.610784	20.1665	-51	103	0.558303	2.05744	0.736715	-69	0	0	0	0	0	8	0.0481671	0.544051	39.5975	52	0	0	0	0	0	13	0.0604935	0.788886	10.5307	52	3	0.0147026	0.369274	62.0152	93
